DEPT	AC	GR	SP	DEN	por	per	sw
3750	74.756	46.868	-227.229	2.548	7.4756	4.6868	4.6868
3750.125	77.814	52.943	-227.388	2.517	7.7814	5.2943	5.2943
3750.25	79.86	61.31	-227.577	2.519	7.986	6.131	6.131
3750.375	81.192	66.98	-227.829	2.541	8.1192	6.698	6.698
3750.5	82.358	71.56	-228.075	2.566	8.2358	7.156	7.156
3750.625	83.749	74.265	-228.123	2.58	8.3749	7.4265	7.4265
3750.75	81.575	77.209	-228.02	2.583	8.1575	7.7209	7.7209
3750.875	80.589	77.194	-228	2.578	8.0589	7.7194	7.7194
3751	80.06	70.717	-228	2.568	8.006	7.0717	7.0717
3751.125	79.321	61.755	-228.056	2.552	7.9321	6.1755	6.1755
3751.25	78.296	56.264	-228.188	2.528	7.8296	5.6264	5.6264
3751.375	78.953	55.534	-228.188	2.522	7.8953	5.5534	5.5534
3751.5	77.595	57.835	-228.045	2.534	7.7595	5.7835	5.7835
3751.625	77.643	61.282	-227.964	2.556	7.7643	6.1282	6.1282
3751.75	77.519	64.357	-227.938	2.571	7.7519	6.4357	6.4357
3751.875	76.612	64.721	-227.896	2.57	7.6612	6.4721	6.4721
3752	75.96	64.448	-227.75	2.556	7.596	6.4448	6.4448
3752.125	76.166	61.173	-227.75	2.542	7.6166	6.1173	6.1173
3752.25	76.098	59.198	-227.707	2.537	7.6098	5.9198	5.9198
3752.375	74.37	61.863	-227.594	2.549	7.437	6.1863	6.1863
3752.5	72.764	63.228	-227.38	2.574	7.2764	6.3228	6.3228
3752.625	72.921	67.536	-227.107	2.597	7.2921	6.7536	6.7536
3752.75	73.044	67.405	-227.005	2.603	7.3044	6.7405	6.7405
3752.875	70.391	66.175	-227.049	2.596	7.0391	6.6175	6.6175
3753	67.782	63.417	-226.987	2.604	6.7782	6.3417	6.3417
3753.125	65.09	56.005	-226.964	2.626	6.509	5.6005	5.6005
3753.25	62.856	51.028	-227.061	2.648	6.2856	5.1028	5.1028
3753.375	62.161	46.932	-227.25	2.65	6.2161	4.6932	4.6932
3753.5	62.94	47.815	-227.25	2.64	6.294	4.7815	4.7815
3753.625	66.787	52.914	-227.25	2.633	6.6787	5.2914	5.2914
3753.75	70.63	60.039	-227.119	2.644	7.063	6.0039	6.0039
3753.875	72.855	66.751	-226.936	2.657	7.2855	6.6751	6.6751
3754	74.124	72.542	-226.761	2.664	7.4124	7.2542	7.2542
3754.125	78.965	75.273	-226.505	2.677	7.8965	7.5273	7.5273
3754.25	75.711	77.311	-226.198	2.678	7.5711	7.7311	7.7311
3754.375	75.587	78.757	-225.891	2.691	7.5587	7.8757	7.8757
3754.5	77.292	78.523	-225.639	2.698	7.7292	7.8523	7.8523
3754.625	78.833	78.364	-225.434	2.692	7.8833	7.8364	7.8364
3754.75	78.607	79.591	-225.223	2.676	7.8607	7.9591	7.9591
3754.875	78.197	80.542	-224.967	2.661	7.8197	8.0542	8.0542
3755	77.313	81.656	-224.756	2.647	7.7313	8.1656	8.1656
3755.125	77.055	82.464	-224.653	2.644	7.7055	8.2464	8.2464
3755.25	77.687	80.612	-224.625	2.647	7.7687	8.0612	8.0612
3755.375	77.931	81.189	-224.625	2.649	7.7931	8.1189	8.1189
3755.5	74.623	83.08	-224.624	2.641	7.4623	8.308	8.308
3755.625	77.536	83.712	-224.522	2.644	7.7536	8.3712	8.3712
3755.75	78.895	83.84	-224.541	2.65	7.8895	8.384	8.384
3755.875	79.698	84.746	-224.592	2.662	7.9698	8.4746	8.4746
3756	79.645	82.201	-224.625	2.675	7.9645	8.2201	8.2201
3756.125	78.487	81.974	-224.632	2.682	7.8487	8.1974	8.1974
3756.25	79.144	81.031	-224.683	2.664	7.9144	8.1031	8.1031
3756.375	77.925	80.047	-225.016	2.65	7.7925	8.0047	8.0047
3756.5	76.22	78.524	-225.339	2.636	7.622	7.8524	7.8524
3756.625	73.303	74.09	-225.573	2.629	7.3303	7.409	7.409
3756.75	69.641	65.404	-225.701	2.631	6.9641	6.5404	6.5404
3756.875	67.239	59.215	-225.745	2.632	6.7239	5.9215	5.9215
3757	64.244	59.233	-225.591	2.63	6.4244	5.9233	5.9233
3757.125	66.453	63.951	-225.479	2.619	6.6453	6.3951	6.3951
3757.25	71.244	70.153	-225.376	2.616	7.1244	7.0153	7.0153
3757.375	76.013	76.406	-225.274	2.625	7.6013	7.6406	7.6406
3757.5	79.127	77.225	-225.171	2.639	7.9127	7.7225	7.7225
3757.625	81.794	81.061	-225.069	2.655	8.1794	8.1061	8.1061
3757.75	82.259	83.532	-224.966	2.664	8.2259	8.3532	8.3532
3757.875	80.576	83.669	-224.753	2.668	8.0576	8.3669	8.3669
3758	79.35	84.62	-224.548	2.676	7.935	8.462	8.462
3758.125	79.501	84.481	-224.452	2.684	7.9501	8.4481	8.4481
3758.25	80.058	85.456	-224.497	2.675	8.0058	8.5456	8.5456
3758.375	80.961	86.471	-224.446	2.662	8.0961	8.6471	8.6471
3758.5	81.204	86.909	-224.264	2.667	8.1204	8.6909	8.6909
3758.625	83.385	86.512	-224.059	2.684	8.3385	8.6512	8.6512
3758.75	85.483	85.519	-223.917	2.696	8.5483	8.5519	8.5519
3758.875	85.642	84.596	-223.856	2.69	8.5642	8.4596	8.4596
3759	85.601	82.937	-223.753	2.687	8.5601	8.2937	8.2937
3759.125	86.077	81.279	-223.651	2.685	8.6077	8.1279	8.1279
3759.25	86.2	80.644	-223.664	2.678	8.62	8.0644	8.0644
3759.375	84.137	81.4	-223.796	2.669	8.4137	8.14	8.14
3759.5	81.883	77.706	-224.017	2.662	8.1883	7.7706	7.7706
3759.625	83.244	78.374	-224.264	2.664	8.3244	7.8374	7.8374
3759.75	84.27	78.064	-224.418	2.681	8.427	7.8064	7.8064
3759.875	84.758	77.876	-224.438	2.687	8.4758	7.7876	7.7876
3760	85.088	78.424	-224.438	2.685	8.5088	7.8424	7.8424
3760.125	84.841	76.951	-224.46	2.681	8.4841	7.6951	7.6951
3760.25	84.32	74.023	-224.467	2.676	8.432	7.4023	7.4023
3760.375	85.346	72.691	-224.313	2.673	8.5346	7.2691	7.2691
3760.5	84.41	72.31	-224.261	2.67	8.441	7.231	7.231
3760.625	83.818	72.307	-224.21	2.67	8.3818	7.2307	7.2307
3760.75	81.111	71.462	-224.131	2.67	8.1111	7.1462	7.1462
3760.875	76.514	64.593	-224.045	2.676	7.6514	6.4593	6.4593
3761	71.527	52.625	-223.994	2.694	7.1527	5.2625	5.2625
3761.125	65.455	39.929	-223.943	2.708	6.5455	3.9929	3.9929
3761.25	61.858	31.19	-224.122	2.726	6.1858	3.119	3.119
3761.375	59.737	28.107	-224.257	2.737	5.9737	2.8107	2.8107
3761.5	58.673	27.97	-224.289	2.756	5.8673	2.797	2.797
3761.625	58.111	27.48	-224.25	2.79	5.8111	2.748	2.748
3761.75	57.241	23.979	-224.251	2.82	5.7241	2.3979	2.3979
3761.875	52.605	20.005	-224.303	2.851	5.2605	2.0005	2.0005
3762	52.886	17.519	-224.56	2.842	5.2886	1.7519	1.7519
3762.125	56.231	17.506	-224.837	2.831	5.6231	1.7506	1.7506
3762.25	58.451	18.347	-225.093	2.827	5.8451	1.8347	1.8347
3762.375	56.712	20.757	-225.357	2.831	5.6712	2.0757	2.0757
3762.5	56.794	20.944	-225.665	2.835	5.6794	2.0944	2.0944
3762.625	62.433	22.193	-225.64	2.846	6.2433	2.2193	2.2193
3762.75	64.404	25.424	-225.734	2.842	6.4404	2.5424	2.5424
3762.875	64.25	28.189	-225.888	2.825	6.425	2.8189	2.8189
3763	63.656	30.015	-225.959	2.801	6.3656	3.0015	3.0015
3763.125	63.1	28.589	-225.805	2.77	6.31	2.8589	2.8589
3763.25	62.115	26.792	-225.651	2.769	6.2115	2.6792	2.6792
3763.375	62.393	27.123	-225.369	2.761	6.2393	2.7123	2.7123
3763.5	62.826	30.841	-225.124	2.752	6.2826	3.0841	3.0841
3763.625	63.404	36.311	-224.94	2.741	6.3404	3.6311	3.6311
3763.75	64.685	38.733	-224.804	2.722	6.4685	3.8733	3.8733
3763.875	67.762	38.155	-224.752	2.702	6.7762	3.8155	3.8155
3764	65.196	35.334	-224.506	2.684	6.5196	3.5334	3.5334
3764.125	63.665	32.083	-224.136	2.668	6.3665	3.2083	3.2083
3764.25	63.108	30.569	-223.858	2.658	6.3108	3.0569	3.0569
3764.375	63.062	29.723	-223.78	2.658	6.3062	2.9723	2.9723
3764.5	62.946	29.346	-223.855	2.669	6.2946	2.9346	2.9346
3764.625	60.977	28.507	-223.599	2.686	6.0977	2.8507	2.8507
3764.75	60.208	28.794	-223.827	2.698	6.0208	2.8794	2.8794
3764.875	62.935	31.527	-223.97	2.699	6.2935	3.1527	3.1527
3765	68.132	36.058	-224	2.684	6.8132	3.6058	3.6058
3765.125	74.171	48.76	-224	2.656	7.4171	4.876	4.876
3765.25	80.243	59.248	-224	2.639	8.0243	5.9248	5.9248
3765.375	80.955	68.705	-223.95	2.639	8.0955	6.8705	6.8705
3765.5	85.518	74.647	-224.367	2.653	8.5518	7.4647	7.4647
3765.625	85.121	73.892	-224.848	2.662	8.5121	7.3892	7.3892
3765.75	81.816	74.164	-225.092	2.66	8.1816	7.4164	7.4164
3765.875	83.156	71.041	-224.989	2.655	8.3156	7.1041	7.1041
3766	83.69	68.134	-224.887	2.672	8.369	6.8134	6.8134
3766.125	82.153	65.242	-224.966	2.676	8.2153	6.5242	6.5242
3766.25	80.894	62.132	-224.897	2.68	8.0894	6.2132	6.2132
3766.375	81.616	59.691	-224.744	2.682	8.1616	5.9691	5.9691
3766.5	83.538	61.684	-224.555	2.682	8.3538	6.1684	6.1684
3766.625	82.38	61.472	-224.251	2.683	8.238	6.1472	6.1472
3766.75	80.37	61.089	-224.353	2.675	8.037	6.1089	6.1089
3766.875	67.91	58.967	-224.254	2.656	6.791	5.8967	5.8967
3767	63.763	53.142	-224.041	2.642	6.3763	5.3142	5.3142
3767.125	65.642	47.861	-223.821	2.637	6.5642	4.7861	4.7861
3767.25	64.064	43.797	-223.688	2.638	6.4064	4.3797	4.3797
3767.375	67.182	41.753	-223.688	2.651	6.7182	4.1753	4.1753
3767.5	68.573	42.928	-223.594	2.654	6.8573	4.2928	4.2928
3767.625	69.746	46.385	-223.563	2.657	6.9746	4.6385	4.6385
3767.75	69.902	48.609	-223.538	2.656	6.9902	4.8609	4.8609
3767.875	68.455	47.997	-223.591	2.654	6.8455	4.7997	4.7997
3768	65.493	42.662	-223.939	2.655	6.5493	4.2662	4.2662
3768.125	61.268	36.013	-223.991	2.67	6.1268	3.6013	3.6013
3768.25	57.713	29.923	-224.251	2.679	5.7713	2.9923	2.9923
3768.375	58.9	25.368	-224.651	2.704	5.89	2.5368	2.5368
3768.5	59.84	22.59	-224.996	2.744	5.984	2.259	2.259
3768.625	56.037	19.655	-225.1	2.791	5.6037	1.9655	1.9655
3768.75	55.955	20.997	-224.947	2.842	5.5955	2.0997	2.0997
3768.875	59.727	25.902	-224.841	2.849	5.9727	2.5902	2.5902
3769	60.466	33.652	-224.59	2.834	6.0466	3.3652	3.3652
3769.125	60.138	43.233	-224.386	2.822	6.0138	4.3233	4.3233
3769.25	61.084	45.654	-224.212	2.822	6.1084	4.5654	4.5654
3769.375	64.167	42.58	-223.862	2.824	6.4167	4.258	4.258
3769.5	58.998	35.774	-223.657	2.784	5.8998	3.5774	3.5774
3769.625	55.043	27.925	-223.582	2.721	5.5043	2.7925	2.7925
3769.75	54.855	21.964	-223.434	2.624	5.4855	2.1964	2.1964
3769.875	60.733	20.466	-223.229	2.508	6.0733	2.0466	2.0466
3770	68.946	24.723	-223.034	2.389	6.8946	2.4723	2.4723
3770.125	62.259	33.615	-222.88	2.276	6.2259	3.3615	3.3615
3770.25	57.996	44.987	-222.825	2.231	5.7996	4.4987	4.4987
3770.375	63.842	56.571	-222.889	2.231	6.3842	5.6571	5.6571
3770.5	75.103	66.359	-222.938	2.283	7.5103	6.6359	6.6359
3770.625	84.431	71.489	-222.953	2.383	8.4431	7.1489	7.1489
3770.75	84.91	73.862	-223	2.51	8.491	7.3862	7.3862
3770.875	79.577	74.245	-223	2.637	7.9577	7.4245	7.4245
3771	77.038	73.433	-222.955	2.68	7.7038	7.3433	7.3433
3771.125	75.283	72.806	-222.971	2.683	7.5283	7.2806	7.2806
3771.25	74.969	74.535	-223.089	2.67	7.4969	7.4535	7.4535
3771.375	76.167	82.024	-223.283	2.655	7.6167	8.2024	8.2024
3771.5	76.947	87.719	-223.437	2.643	7.6947	8.7719	8.7719
3771.625	72.577	89.606	-223.642	2.64	7.2577	8.9606	8.9606
3771.75	75.012	87.129	-223.688	2.639	7.5012	8.7129	8.7129
3771.875	75.781	81.402	-223.716	2.643	7.5781	8.1402	8.1402
3772	73.721	77.387	-223.785	2.649	7.3721	7.7387	7.7387
3772.125	72.097	74.067	-223.899	2.649	7.2097	7.4067	7.4067
3772.25	73.327	71.052	-224.104	2.64	7.3327	7.1052	7.1052
3772.375	73.265	67.78	-224.309	2.62	7.3265	6.778	6.778
3772.5	70.216	64.743	-224.549	2.601	7.0216	6.4743	6.4743
3772.625	69.098	63.757	-224.782	2.589	6.9098	6.3757	6.3757
3772.75	71.627	62.226	-224.962	2.584	7.1627	6.2226	6.2226
3772.875	73.459	62.66	-225.063	2.578	7.3459	6.266	6.266
3773	69.561	62.746	-225.063	2.582	6.9561	6.2746	6.2746
3773.125	69.625	61.996	-225.021	2.583	6.9625	6.1996	6.1996
3773.25	69.689	60.375	-224.97	2.585	6.9689	6.0375	6.0375
3773.375	69.195	56.261	-224.882	2.587	6.9195	5.6261	5.6261
3773.5	70.519	52.301	-224.735	2.59	7.0519	5.2301	5.2301
3773.625	81.226	47.486	-224.633	2.603	8.1226	4.7486	4.7486
3773.75	75.339	43.296	-224.673	2.609	7.5339	4.3296	4.3296
3773.875	68.232	39.586	-224.688	2.612	6.8232	3.9586	3.9586
3774	64.5	34.597	-224.663	2.604	6.45	3.4597	3.4597
3774.125	64.372	33.626	-224.667	2.591	6.4372	3.3626	3.3626
3774.25	64.131	33.257	-224.813	2.588	6.4131	3.3257	3.3257
3774.375	57.854	36.217	-224.813	2.538	5.7854	3.6217	3.6217
3774.5	54.001	41.317	-224.77	2.499	5.4001	4.1317	4.1317
3774.625	63.242	46.939	-224.531	2.472	6.3242	4.6939	4.6939
3774.75	73.892	54.434	-224.132	2.474	7.3892	5.4434	5.4434
3774.875	75.17	62.542	-223.715	2.52	7.517	6.2542	6.2542
3775	79.601	68.475	-223.51	2.596	7.9601	6.8475	6.8475
3775.125	86.657	72.283	-223.402	2.639	8.6657	7.2283	7.2283
3775.25	87.767	75.063	-223.187	2.665	8.7767	7.5063	7.5063
3775.375	86.213	78.485	-222.93	2.667	8.6213	7.8485	7.8485
3775.5	85.981	83.426	-222.689	2.652	8.5981	8.3426	8.3426
3775.625	89.342	86.938	-222.484	2.638	8.9342	8.6938	8.6938
3775.75	85.404	86.549	-222.279	2.632	8.5404	8.6549	8.6549
3775.875	83.687	83.062	-221.986	2.636	8.3687	8.3062	8.3062
3776	79.547	78.525	-221.842	2.65	7.9547	7.8525	7.8525
3776.125	76.612	75.681	-221.855	2.666	7.6612	7.5681	7.5681
3776.25	77.242	71.067	-221.927	2.673	7.7242	7.1067	7.1067
3776.375	76.955	69.533	-221.876	2.663	7.6955	6.9533	6.9533
3776.5	75.217	68.718	-221.724	2.609	7.5217	6.8718	6.8718
3776.625	72.206	68.831	-221.727	2.552	7.2206	6.8831	6.8831
3776.75	71.831	71.148	-221.806	2.509	7.1831	7.1148	7.1148
3776.875	73.46	71.974	-221.908	2.484	7.346	7.1974	7.1974
3777	73.788	71.41	-222.027	2.471	7.3788	7.141	7.141
3777.125	72.721	69.914	-222.283	2.473	7.2721	6.9914	6.9914
3777.25	72.709	68.003	-222.585	2.496	7.2709	6.8003	6.8003
3777.375	71.407	66.635	-222.824	2.52	7.1407	6.6635	6.6635
3777.5	71.052	67.271	-222.892	2.541	7.1052	6.7271	6.7271
3777.625	70.072	70.707	-222.789	2.558	7.0072	7.0707	7.0707
3777.75	60.341	74.242	-222.687	2.569	6.0341	7.4242	7.4242
3777.875	74.782	76.159	-222.636	2.587	7.4782	7.6159	7.6159
3778	84.048	77.571	-222.585	2.602	8.4048	7.7571	7.7571
3778.125	84.876	80.206	-222.416	2.622	8.4876	8.0206	8.0206
3778.25	81.575	81.998	-222.178	2.643	8.1575	8.1998	8.1998
3778.375	80.563	83.117	-221.973	2.655	8.0563	8.3117	8.3117
3778.5	79.906	83.425	-221.768	2.668	7.9906	8.3425	8.3425
3778.625	81.088	82.716	-221.563	2.665	8.1088	8.2716	8.2716
3778.75	81.044	82.385	-221.357	2.666	8.1044	8.2385	8.2385
3778.875	80.077	85.354	-221.226	2.672	8.0077	8.5354	8.5354
3779	79.866	86.528	-221.201	2.678	7.9866	8.6528	8.6528
3779.125	82.724	87.073	-221.245	2.677	8.2724	8.7073	8.7073
3779.25	82.027	84.943	-221.091	2.658	8.2027	8.4943	8.4943
3779.375	83.072	81.124	-220.853	2.631	8.3072	8.1124	8.1124
3779.5	83.307	77.966	-220.689	2.615	8.3307	7.7966	7.7966
3779.625	83.836	78.13	-220.644	2.617	8.3836	7.813	7.813
3779.75	85.36	80.389	-220.696	2.636	8.536	8.0389	8.0389
3779.875	82.611	83.311	-220.747	2.645	8.2611	8.3311	8.3311
3780	87.78	83.596	-220.847	2.649	8.778	8.3596	8.3596
3780.125	91.663	80.623	-221.134	2.64	9.1663	8.0623	8.0623
3780.25	91.397	76.402	-221.416	2.638	9.1397	7.6402	7.6402
3780.375	85.578	71.527	-221.591	2.652	8.5578	7.1527	7.1527
3780.5	74.677	70.646	-221.684	2.676	7.4677	7.0646	7.0646
3780.625	68.113	67.173	-221.633	2.7	6.8113	6.7173	6.7173
3780.75	77.208	60.069	-221.409	2.711	7.7208	6.0069	6.0069
3780.875	81.828	50.754	-221.345	2.699	8.1828	5.0754	5.0754
3781	79.7	42.212	-221.271	2.648	7.97	4.2212	4.2212
3781.125	73.946	41.336	-221.072	2.563	7.3946	4.1336	4.1336
3781.25	67.259	47.028	-221.123	2.511	6.7259	4.7028	4.7028
3781.375	71.859	55.797	-221.026	2.493	7.1859	5.5797	5.5797
3781.5	76.885	65.455	-221.154	2.548	7.6885	6.5455	6.5455
3781.625	80.9	74.658	-221.277	2.601	8.09	7.4658	7.4658
3781.75	85.101	80.08	-221.297	2.623	8.5101	8.008	8.008
3781.875	90.867	81.363	-221.241	2.625	9.0867	8.1363	8.1363
3782	88.323	82.938	-221.138	2.601	8.8323	8.2938	8.2938
3782.125	89.898	85.229	-220.946	2.597	8.9898	8.5229	8.5229
3782.25	91.294	87.922	-220.775	2.595	9.1294	8.7922	8.7922
3782.375	92.654	90.975	-220.576	2.592	9.2654	9.0975	9.0975
3782.5	93.853	93.743	-220.43	2.593	9.3853	9.3743	9.3743
3782.625	92.705	95.281	-220.687	2.598	9.2705	9.5281	9.5281
3782.75	101.364	96.554	-220.739	2.603	10.1364	9.6554	9.6554
3782.875	104.289	95.885	-220.989	2.584	10.4289	9.5885	9.5885
3783	99.438	90.544	-221.354	2.575	9.9438	9.0544	9.0544
3783.125	85.279	79.847	-221.711	2.584	8.5279	7.9847	7.9847
3783.25	64.143	65.25	-221.95	2.606	6.4143	6.525	6.525
3783.375	55.692	53.413	-222.052	2.67	5.5692	5.3413	5.3413
3783.5	53.04	44.894	-222.016	2.716	5.304	4.4894	4.4894
3783.625	58.049	40.373	-221.686	2.737	5.8049	4.0373	4.0373
3783.75	62.918	41.877	-221.272	2.734	6.2918	4.1877	4.1877
3783.875	64.335	49.074	-221.025	2.711	6.4335	4.9074	4.9074
3784	67.338	60.833	-221.118	2.678	6.7338	6.0833	6.0833
3784.125	68.938	67.401	-220.81	2.658	6.8938	6.7401	6.7401
3784.25	69.976	68.313	-220.915	2.644	6.9976	6.8313	6.8313
3784.375	71.117	66.635	-221	2.639	7.1117	6.6635	6.6635
3784.5	72.924	62.289	-220.963	2.632	7.2924	6.2289	6.2289
3784.625	75.957	67.596	-220.831	2.619	7.5957	6.7596	6.7596
3784.75	81.126	73.096	-220.523	2.644	8.1126	7.3096	7.3096
3784.875	81.043	76.788	-220.5	2.654	8.1043	7.6788	7.6788
3785	79.038	77.957	-220.645	2.656	7.9038	7.7957	7.7957
3785.125	73.637	76.424	-220.625	2.656	7.3637	7.6424	7.6424
3785.25	66.749	69.069	-220.507	2.663	6.6749	6.9069	6.9069
3785.375	63.973	62.356	-220.763	2.69	6.3973	6.2356	6.2356
3785.5	68.363	58.415	-221.019	2.696	6.8363	5.8415	5.8415
3785.625	70.226	59.596	-221.105	2.689	7.0226	5.9596	5.9596
3785.75	71.954	66.429	-221.251	2.673	7.1954	6.6429	6.6429
3785.875	77.708	74.632	-221.515	2.662	7.7708	7.4632	7.4632
3786	85.26	75.488	-221.865	2.66	8.526	7.5488	7.5488
3786.125	73.527	71.135	-222.173	2.653	7.3527	7.1135	7.1135
3786.25	69.748	64.76	-222.432	2.649	6.9748	6.476	6.476
3786.375	69.938	60.187	-222.462	2.645	6.9938	6.0187	6.0187
3786.5	68.505	60.45	-222.385	2.649	6.8505	6.045	6.045
3786.625	66.172	60.403	-222.419	2.656	6.6172	6.0403	6.0403
3786.75	67.79	60.666	-222.738	2.655	6.779	6.0666	6.0666
3786.875	65.738	57.935	-222.584	2.66	6.5738	5.7935	5.7935
3787	65.873	56.822	-222.695	2.651	6.5873	5.6822	5.6822
3787.125	68.015	60.327	-222.651	2.646	6.8015	6.0327	6.0327
3787.25	71.919	64.144	-222.498	2.642	7.1919	6.4144	6.4144
3787.375	76.074	70.917	-222.355	2.635	7.6074	7.0917	7.0917
3787.5	76.689	73.302	-222.252	2.623	7.6689	7.3302	7.3302
3787.625	75.571	71.997	-221.999	2.624	7.5571	7.1997	7.1997
3787.75	73.608	69.204	-221.82	2.626	7.3608	6.9204	6.9204
3787.875	73.919	67.367	-221.667	2.629	7.3919	6.7367	6.7367
3788	75.63	65.738	-221.513	2.629	7.563	6.5738	6.5738
3788.125	75.634	69.97	-221.353	2.625	7.5634	6.997	6.997
3788.25	73.582	71.453	-221.148	2.632	7.3582	7.1453	7.1453
3788.375	70.658	69.745	-220.989	2.651	7.0658	6.9745	6.9745
3788.5	68.858	65.098	-220.903	2.68	6.8858	6.5098	6.5098
3788.625	66.842	56.629	-220.829	2.715	6.6842	5.6629	5.6629
3788.75	63.375	53.169	-220.785	2.74	6.3375	5.3169	5.3169
3788.875	58.601	54.083	-220.938	2.718	5.8601	5.4083	5.4083
3789	68.898	60.483	-220.989	2.68	6.8898	6.0483	6.0483
3789.125	73.906	68.952	-220.919	2.588	7.3906	6.8952	6.8952
3789.25	76.647	74.941	-220.904	2.504	7.6647	7.4941	7.4941
3789.375	77.798	78.977	-220.92	2.437	7.7798	7.8977	7.8977
3789.5	77.534	76.522	-220.841	2.376	7.7534	7.6522	7.6522
3789.625	79.298	74.585	-220.585	2.375	7.9298	7.4585	7.4585
3789.75	79.6	73.72	-220.469	2.422	7.96	7.372	7.372
3789.875	80.361	73.934	-220.295	2.478	8.0361	7.3934	7.3934
3790	83.022	75.444	-220.139	2.534	8.3022	7.5444	7.5444
3790.125	85.657	76.798	-220.023	2.581	8.5657	7.6798	7.6798
3790.25	83.125	76.526	-219.868	2.605	8.3125	7.6526	7.6526
3790.375	85.135	76.407	-219.663	2.536	8.5135	7.6407	7.6407
3790.5	86.709	76.784	-219.499	2.453	8.6709	7.6784	7.6784
3790.625	86.857	76.718	-219.468	2.415	8.6857	7.6718	7.6718
3790.75	85.576	73.055	-219.519	2.435	8.5576	7.3055	7.3055
3790.875	84.177	70.98	-219.595	2.497	8.4177	7.098	7.098
3791	86.844	68.632	-219.801	2.55	8.6844	6.8632	6.8632
3791.125	91.596	70.848	-219.619	2.578	9.1596	7.0848	7.0848
3791.25	94.961	77.262	-219.711	2.589	9.4961	7.7262	7.7262
3791.375	96.268	82.393	-219.761	2.591	9.6268	8.2393	8.2393
3791.5	95.465	87.099	-219.659	2.592	9.5465	8.7099	8.7099
3791.625	93.287	88.439	-219.556	2.597	9.3287	8.8439	8.8439
3791.75	94.641	91.106	-219.454	2.589	9.4641	9.1106	9.1106
3791.875	94.572	93.8	-219.567	2.574	9.4572	9.38	9.38
3792	96.379	94.979	-219.849	2.546	9.6379	9.4979	9.4979
3792.125	100.767	96.848	-220	2.517	10.0767	9.6848	9.6848
3792.25	104.915	94.471	-219.933	2.495	10.4915	9.4471	9.4471
3792.375	99.664	90.677	-220.24	2.467	9.9664	9.0677	9.0677
3792.5	93.856	83.646	-219.803	2.492	9.3856	8.3646	8.3646
3792.625	83.316	72.653	-219.88	2.548	8.3316	7.2653	7.2653
3792.75	75.776	58.59	-219.864	2.621	7.5776	5.859	5.859
3792.875	73.056	48.298	-219.656	2.682	7.3056	4.8298	4.8298
3793	71.459	40.725	-219.549	2.696	7.1459	4.0725	4.0725
3793.125	65.018	42.603	-219.395	2.673	6.5018	4.2603	4.2603
3793.25	70.647	51.673	-219.241	2.66	7.0647	5.1673	5.1673
3793.375	73.656	63.215	-219.087	2.651	7.3656	6.3215	6.3215
3793.5	75.74	72.487	-219.022	2.654	7.574	7.2487	7.2487
3793.625	78.677	72.799	-219.118	2.669	7.8677	7.2799	7.2799
3793.75	78.102	73.301	-219.374	2.671	7.8102	7.3301	7.3301
3793.875	74.913	73.821	-219.579	2.658	7.4913	7.3821	7.3821
3794	75.189	75.281	-219.625	2.646	7.5189	7.5281	7.5281
3794.125	75.888	77.641	-219.711	2.633	7.5888	7.7641	7.7641
3794.25	76.399	72.61	-219.9	2.622	7.6399	7.261	7.261
3794.375	76.635	69.604	-220.173	2.62	7.6635	6.9604	6.9604
3794.5	71.056	65.596	-220.583	2.638	7.1056	6.5596	6.5596
3794.625	69.096	61.49	-220.809	2.655	6.9096	6.149	6.149
3794.75	67.789	58.987	-221.119	2.669	6.7789	5.8987	5.8987
3794.875	67.339	59.758	-221.478	2.679	6.7339	5.9758	5.9758
3795	67.809	61.91	-221.812	2.688	6.7809	6.191	6.191
3795.125	68.447	66.373	-222.058	2.692	6.8447	6.6373	6.6373
3795.25	68.324	67.518	-221.853	2.696	6.8324	6.7518	6.7518
3795.375	67.97	63.624	-221.689	2.686	6.797	6.3624	6.3624
3795.5	67.56	55.993	-221.445	2.67	6.756	5.5993	5.5993
3795.625	69.063	50.184	-221.231	2.658	6.9063	5.0184	5.0184
3795.75	72.086	51.012	-221.143	2.654	7.2086	5.1012	5.1012
3795.875	64.825	56.074	-220.835	2.652	6.4825	5.6074	5.6074
3796	64.186	62.711	-220.813	2.651	6.4186	6.2711	6.2711
3796.125	66.971	68.086	-220.559	2.643	6.6971	6.8086	6.8086
3796.25	69.501	69.804	-220.375	2.631	6.9501	6.9804	6.9804
3796.375	70.327	69.171	-220.347	2.624	7.0327	6.9171	6.9171
3796.5	70.635	64.625	-220.237	2.632	7.0635	6.4625	6.4625
3796.625	71.333	59.774	-219.981	2.641	7.1333	5.9774	5.9774
3796.75	71.109	59.116	-219.938	2.656	7.1109	5.9116	5.9116
3796.875	72.082	64.723	-219.78	2.669	7.2082	6.4723	6.4723
3797	74.382	71.899	-219.605	2.68	7.4382	7.1899	7.1899
3797.125	76.679	79.965	-219.571	2.686	7.6679	7.9965	7.9965
3797.25	75.694	80.382	-219.623	2.67	7.5694	8.0382	8.0382
3797.375	75.376	77.658	-219.772	2.654	7.5376	7.7658	7.7658
3797.5	75.814	75.244	-220.001	2.639	7.5814	7.5244	7.5244
3797.625	75.515	74.196	-220.337	2.63	7.5515	7.4196	7.4196
3797.75	74.297	71.211	-220.823	2.623	7.4297	7.1211	7.1211
