DEPT	AC	GR	SP	DEN	por	per	sw
2804.375	104.618	56.312	-199.819	2.402	10.4618	5.6312	5.6312
2804.5	104.334	58.115	-199.949	2.406	10.4334	5.8115	5.8115
2804.625	105.537	55.682	-200	2.402	10.5537	5.5682	5.5682
2804.75	104.183	53.323	-200.052	2.405	10.4183	5.3323	5.3323
2804.875	102.31	51.756	-200.305	2.416	10.231	5.1756	5.1756
2805	101.52	50.326	-200.642	2.429	10.152	5.0326	5.0326
2805.125	101.066	51.192	-200.929	2.44	10.1066	5.1192	5.1192
2805.25	99.57	52.626	-201.076	2.447	9.957	5.2626	5.2626
2805.375	98.216	51.654	-201.179	2.457	9.8216	5.1654	5.1654
2805.5	98.175	50.845	-201.234	2.463	9.8175	5.0845	5.0845
2805.625	98.599	50.802	-201.214	2.467	9.8599	5.0802	5.0802
2805.75	97.805	49.117	-201.188	2.471	9.7805	4.9117	4.9117
2805.875	95.984	50.441	-201.175	2.476	9.5984	5.0441	5.0441
2806	95.52	49.294	-201.121	2.485	9.552	4.9294	4.9294
2806.125	94.699	49.003	-201.019	2.491	9.4699	4.9003	4.9003
2806.25	94.046	50.216	-200.916	2.5	9.4046	5.0216	5.0216
2806.375	94.144	52.313	-200.814	2.505	9.4144	5.2313	5.2313
2806.5	95.168	54.298	-200.711	2.507	9.5168	5.4298	5.4298
2806.625	96.854	55.59	-200.6	2.508	9.6854	5.559	5.559
2806.75	98.125	57.155	-200.447	2.504	9.8125	5.7155	5.7155
2806.875	98.934	56.183	-200.389	2.503	9.8934	5.6183	5.6183
2807	99.506	54.195	-200.375	2.5	9.9506	5.4195	5.4195
2807.125	99.75	55.923	-200.323	2.497	9.975	5.5923	5.5923
2807.25	99.715	53.218	-200.206	2.492	9.9715	5.3218	5.3218
2807.375	99.682	55.705	-200.059	2.484	9.9682	5.5705	5.5705
2807.5	100.954	55.774	-200.008	2.485	10.0954	5.5774	5.5774
2807.625	100.491	55.137	-200.087	2.488	10.0491	5.5137	5.5137
2807.75	100.38	56.146	-200.189	2.494	10.038	5.6146	5.6146
2807.875	99.95	55.913	-200.313	2.493	9.995	5.5913	5.5913
2808	98.596	54.026	-200.486	2.483	9.8596	5.4026	5.4026
2808.125	97.776	52.992	-200.742	2.486	9.7776	5.2992	5.2992
2808.25	97.75	51.412	-201.147	2.489	9.775	5.1412	5.1412
2808.375	98.15	49.855	-201.404	2.493	9.815	4.9855	4.9855
2808.5	98.422	50.023	-201.555	2.494	9.8422	5.0023	5.0023
2808.625	98.053	50.412	-201.625	2.493	9.8053	5.0412	5.0412
2808.75	96.904	51.221	-201.625	2.498	9.6904	5.1221	5.1221
2808.875	96.945	52.397	-201.625	2.502	9.6945	5.2397	5.2397
2809	96.019	52.38	-201.58	2.518	9.6019	5.238	5.238
2809.125	93.073	50.759	-201.462	2.535	9.3073	5.0759	5.0759
2809.25	91.17	49.752	-201.331	2.55	9.117	4.9752	4.9752
2809.375	91.794	47.014	-201.239	2.556	9.1794	4.7014	4.7014
2809.5	91.999	45.923	-201.188	2.546	9.1999	4.5923	4.5923
2809.625	90.938	47.229	-201.136	2.54	9.0938	4.7229	4.7229
2809.75	93.251	48.776	-201.045	2.534	9.3251	4.8776	4.8776
2809.875	94.471	48.003	-200.885	2.528	9.4471	4.8003	4.8003
2810	94.339	48.433	-200.75	2.519	9.4339	4.8433	4.8433
2810.125	94.768	46.887	-200.756	2.506	9.4768	4.6887	4.6887
2810.25	95.343	47.339	-200.807	2.49	9.5343	4.7339	4.7339
2810.375	97.764	48.565	-200.813	2.483	9.7764	4.8565	4.8565
2810.5	97.537	49.294	-200.708	2.48	9.7537	4.9294	4.9294
2810.625	97.532	49.46	-200.578	2.483	9.7532	4.946	4.946
2810.75	98.513	49.275	-200.537	2.488	9.8513	4.9275	4.9275
2810.875	96.907	48.278	-200.69	2.484	9.6907	4.8278	4.8278
2811	95.061	47.238	-200.793	2.485	9.5061	4.7238	4.7238
2811.125	95.954	46.928	-200.895	2.479	9.5954	4.6928	4.6928
2811.25	96.384	47.519	-201.088	2.476	9.6384	4.7519	4.7519
2811.375	95.758	47.143	-201.382	2.471	9.5758	4.7143	4.7143
2811.5	94.928	47.28	-201.726	2.461	9.4928	4.728	4.728
2811.625	95.461	46.86	-201.982	2.465	9.5461	4.686	4.686
2811.75	93.711	46.289	-202.142	2.462	9.3711	4.6289	4.6289
2811.875	92.975	45.801	-202.188	2.473	9.2975	4.5801	4.5801
2812	92.83	45.207	-202.163	2.486	9.283	4.5207	4.5207
2812.125	92.866	43.623	-202.111	2.495	9.2866	4.3623	4.3623
2812.25	93.071	45.422	-202.057	2.504	9.3071	4.5422	4.5422
2812.375	92.496	45.808	-201.955	2.499	9.2496	4.5808	4.5808
2812.5	92.878	46.617	-201.81	2.495	9.2878	4.6617	4.6617
2812.625	93.452	49.278	-201.687	2.489	9.3452	4.9278	4.9278
2812.75	93.962	48.052	-201.585	2.484	9.3962	4.8052	4.8052
2812.875	94.343	47.795	-201.482	2.48	9.4343	4.7795	4.7795
2813	94.589	46.981	-201.38	2.485	9.4589	4.6981	4.6981
2813.125	96.05	46.241	-201.228	2.488	9.605	4.6241	4.6241
2813.25	96.45	46.591	-201.15	2.492	9.645	4.6591	4.6591
2813.375	96.683	48.631	-201.151	2.494	9.6683	4.8631	4.8631
2813.5	97.049	47.868	-201.172	2.492	9.7049	4.7868	4.7868
2813.625	97.303	48.833	-201.109	2.491	9.7303	4.8833	4.8833
2813.75	98.615	48.8	-200.904	2.482	9.8615	4.88	4.88
2813.875	100.88	49.591	-200.831	2.482	10.088	4.9591	4.9591
2814	102.039	51.781	-200.911	2.475	10.2039	5.1781	5.1781
2814.125	102.265	51.162	-201.065	2.466	10.2265	5.1162	5.1162
2814.25	102.051	52.35	-201.219	2.461	10.2051	5.235	5.235
2814.375	101.313	51.506	-201.373	2.456	10.1313	5.1506	5.1506
2814.5	100.575	50.475	-201.626	2.467	10.0575	5.0475	5.0475
2814.625	100.964	49.509	-202	2.481	10.0964	4.9509	4.9509
2814.75	100.942	48.028	-202.382	2.492	10.0942	4.8028	4.8028
2814.875	99.724	47.839	-202.675	2.498	9.9724	4.7839	4.7839
2815	97.745	47.797	-202.823	2.499	9.7745	4.7797	4.7797
2815.125	99.099	47.647	-202.926	2.492	9.9099	4.7647	4.7647
2815.25	101.287	46.9	-202.938	2.486	10.1287	4.69	4.69
2815.375	101.502	45.709	-202.835	2.47	10.1502	4.5709	4.5709
2815.5	100.958	45.222	-202.727	2.455	10.0958	4.5222	4.5222
2815.625	100.838	45.083	-202.664	2.447	10.0838	4.5083	4.5083
2815.75	100.996	45.276	-202.562	2.441	10.0996	4.5276	4.5276
2815.875	100.586	46.837	-202.459	2.442	10.0586	4.6837	4.6837
2816	101.863	48.923	-202.357	2.442	10.1863	4.8923	4.8923
2816.125	101.45	50.078	-202.254	2.442	10.145	5.0078	5.0078
2816.25	99.816	50.442	-202.097	2.444	9.9816	5.0442	5.0442
2816.375	98.989	48.44	-201.861	2.447	9.8989	4.844	4.844
2816.5	98.907	48.148	-201.759	2.449	9.8907	4.8148	4.8148
2816.625	99.312	48.337	-201.703	2.45	9.9312	4.8337	4.8337
2816.75	99.193	48.058	-201.581	2.455	9.9193	4.8058	4.8058
2816.875	99.391	47.578	-201.378	2.46	9.9391	4.7578	4.7578
2817	100.042	46.771	-201.161	2.462	10.0042	4.6771	4.6771
2817.125	100.171	47.945	-201.066	2.465	10.0171	4.7945	4.7945
2817.25	99.392	49.073	-201.169	2.461	9.9392	4.9073	4.9073
2817.375	99.183	50.213	-201.229	2.453	9.9183	5.0213	5.0213
2817.5	99.494	51.775	-201.25	2.452	9.9494	5.1775	5.1775
2817.625	99.803	52.62	-201.328	2.457	9.9803	5.262	5.262
2817.75	99.634	53.168	-201.541	2.464	9.9634	5.3168	5.3168
2817.875	99.223	52.23	-201.798	2.473	9.9223	5.223	5.223
2818	98.234	51.241	-201.957	2.476	9.8234	5.1241	5.1241
2818.125	99.255	50.946	-202.111	2.476	9.9255	5.0946	5.0946
2818.25	100.047	51.236	-202.213	2.474	10.0047	5.1236	5.1236
2818.375	99.795	53.219	-202.236	2.473	9.9795	5.3219	5.3219
2818.5	99.487	51.729	-202.181	2.471	9.9487	5.1729	5.1729
2818.625	100.061	52.52	-202.079	2.479	10.0061	5.252	5.252
2818.75	99.595	53.145	-201.976	2.481	9.9595	5.3145	5.3145
2818.875	98.99	51.406	-201.841	2.478	9.899	5.1406	5.1406
2819	99.487	51.582	-201.729	2.477	9.9487	5.1582	5.1582
2819.125	100.956	50.392	-201.678	2.482	10.0956	5.0392	5.0392
2819.25	99.93	52.546	-201.627	2.49	9.993	5.2546	5.2546
2819.375	100.218	56.436	-201.575	2.491	10.0218	5.6436	5.6436
2819.5	99.438	58.954	-201.447	2.488	9.9438	5.8954	5.8954
2819.625	99.162	57.209	-201.348	2.485	9.9162	5.7209	5.7209
2819.75	99.436	54.687	-201.313	2.482	9.9436	5.4687	5.4687
2819.875	99.374	55.425	-201.313	2.474	9.9374	5.5425	5.5425
2820	100.728	57.018	-201.313	2.472	10.0728	5.7018	5.7018
2820.125	99.682	58.311	-201.223	2.473	9.9682	5.8311	5.8311
2820.25	99.576	58.306	-201.087	2.48	9.9576	5.8306	5.8306
2820.375	99.292	55.929	-201.045	2.488	9.9292	5.5929	5.5929
2820.5	97.924	54.311	-201.147	2.492	9.7924	5.4311	5.4311
2820.625	96.653	55.057	-201.25	2.486	9.6653	5.5057	5.5057
2820.75	97.14	55.614	-201.25	2.48	9.714	5.5614	5.5614
2820.875	97.696	55.944	-201.41	2.471	9.7696	5.5944	5.5944
2821	98.569	56.411	-201.672	2.468	9.8569	5.6411	5.6411
2821.125	99.051	51.435	-201.98	2.468	9.9051	5.1435	5.1435
2821.25	98.41	47.213	-202.275	2.463	9.841	4.7213	4.7213
2821.375	98.492	43.897	-202.48	2.462	9.8492	4.3897	4.3897
2821.5	97.17	43.96	-202.5	2.465	9.717	4.396	4.396
2821.625	96.7	46.848	-202.5	2.466	9.67	4.6848	4.6848
2821.75	96.434	47.702	-202.405	2.464	9.6434	4.7702	4.7702
2821.875	96.22	50.033	-202.238	2.46	9.622	5.0033	5.0033
2822	97.103	50.805	-202.183	2.449	9.7103	5.0805	5.0805
2822.125	97.226	52.004	-201.978	2.442	9.7226	5.2004	5.2004
2822.25	98.042	52.531	-201.814	2.439	9.8042	5.2531	5.2531
2822.375	97.801	50.532	-201.72	2.428	9.7801	5.0532	5.0532
2822.5	96.65	46.203	-201.65	2.421	9.665	4.6203	4.6203
2822.625	95.318	43.204	-201.54	2.428	9.5318	4.3204	4.3204
2822.75	93.389	41.976	-201.386	2.439	9.3389	4.1976	4.1976
2822.875	92.793	42.478	-201.28	2.451	9.2793	4.2478	4.2478
2823	91.865	43.744	-201.286	2.452	9.1865	4.3744	4.3744
2823.125	91.582	44.007	-201.313	2.451	9.1582	4.4007	4.4007
2823.25	91.733	42.174	-201.257	2.454	9.1733	4.2174	4.2174
2823.375	90.725	41.233	-201.057	2.459	9.0725	4.1233	4.1233
2823.5	89.248	40.577	-200.955	2.474	8.9248	4.0577	4.0577
2823.625	88.59	40.639	-201.023	2.481	8.859	4.0639	4.0639
2823.75	88.249	41.25	-201.22	2.489	8.8249	4.125	4.125
2823.875	88.277	39.76	-201.416	2.494	8.8277	3.976	3.976
2824	88.8	41.709	-201.527	2.495	8.88	4.1709	4.1709
2824.125	89.661	44.752	-201.681	2.508	8.9661	4.4752	4.4752
2824.25	89.622	47.114	-201.981	2.507	8.9622	4.7114	4.7114
2824.375	90.083	48.131	-202.289	2.502	9.0083	4.8131	4.8131
2824.5	90.549	48.12	-202.49	2.496	9.0549	4.812	4.812
2824.625	90.922	46.871	-202.547	2.494	9.0922	4.6871	4.6871
2824.75	91.46	47.733	-202.5	2.497	9.146	4.7733	4.7733
2824.875	91.583	48.273	-202.5	2.503	9.1583	4.8273	4.8273
2825	91.917	49.387	-202.368	2.499	9.1917	4.9387	4.9387
2825.125	92.838	51.178	-202.247	2.492	9.2838	5.1178	5.1178
2825.25	93.378	50.508	-202.123	2.481	9.3378	5.0508	5.0508
2825.375	92.901	51.056	-201.949	2.471	9.2901	5.1056	5.1056
2825.5	92.163	48.683	-201.693	2.473	9.2163	4.8683	4.8683
2825.625	92.916	47.423	-201.587	2.479	9.2916	4.7423	4.7423
2825.75	92.285	47.364	-201.484	2.489	9.2285	4.7364	4.7364
2825.875	92.247	46.367	-201.354	2.493	9.2247	4.6367	4.6367
2826	92.907	46.46	-201.217	2.491	9.2907	4.646	4.646
2826.125	93.269	48.429	-201.125	2.487	9.3269	4.8429	4.8429
2826.25	93.926	50.094	-201.125	2.48	9.3926	5.0094	5.0094
2826.375	94.327	51.072	-201.034	2.482	9.4327	5.1072	5.1072
2826.5	93.875	51.938	-200.932	2.48	9.3875	5.1938	5.1938
2826.625	93.621	54.129	-200.783	2.474	9.3621	5.4129	5.4129
2826.75	94.085	57.082	-200.649	2.469	9.4085	5.7082	5.7082
2826.875	94.461	59.071	-200.751	2.47	9.4461	5.9071	5.9071
2827	95.405	58.505	-200.905	2.47	9.5405	5.8505	5.8505
2827.125	95.535	56.637	-200.938	2.479	9.5535	5.6637	5.6637
2827.25	95.5	55.745	-201.025	2.485	9.55	5.5745	5.5745
2827.375	95.181	56.072	-201.215	2.485	9.5181	5.6072	5.6072
2827.5	94.416	56.958	-201.478	2.48	9.4416	5.6958	5.6958
2827.625	94.539	55.232	-201.786	2.472	9.4539	5.5232	5.5232
2827.75	93.537	53.76	-202.094	2.477	9.3537	5.376	5.376
2827.875	93.4	53.487	-202.259	2.481	9.34	5.3487	5.3487
2828	93.315	52.254	-202.288	2.485	9.3315	5.2254	5.2254
2828.125	93.077	52.991	-202.263	2.483	9.3077	5.2991	5.2991
2828.25	93.595	53.196	-202.313	2.467	9.3595	5.3196	5.3196
2828.375	94.744	52.823	-202.313	2.444	9.4744	5.2823	5.2823
2828.5	96.394	52.968	-202.271	2.416	9.6394	5.2968	5.2968
2828.625	97.617	54.526	-202.158	2.409	9.7617	5.4526	5.4526
2828.75	98.181	56.393	-202.043	2.418	9.8181	5.6393	5.6393
2828.875	98.191	56.703	-201.992	2.43	9.8191	5.6703	5.6703
2829	97.822	55.688	-201.941	2.434	9.7822	5.5688	5.5688
2829.125	96.487	53.511	-201.889	2.434	9.6487	5.3511	5.3511
2829.25	95.774	51.052	-201.875	2.438	9.5774	5.1052	5.1052
2829.375	94.392	49.606	-201.849	2.448	9.4392	4.9606	4.9606
2829.5	92.528	48.281	-201.842	2.461	9.2528	4.8281	4.8281
2829.625	91.732	47.35	-201.931	2.475	9.1732	4.735	4.735
2829.75	90.706	46.919	-201.829	2.487	9.0706	4.6919	4.6919
2829.875	90.272	46.057	-201.639	2.493	9.0272	4.6057	4.6057
2830	89.764	44.297	-201.595	2.488	8.9764	4.4297	4.4297
2830.125	89.283	42.991	-201.667	2.479	8.9283	4.2991	4.2991
2830.25	88.888	40.637	-201.76	2.476	8.8888	4.0637	4.0637
2830.375	88.027	40.391	-201.811	2.479	8.8027	4.0391	4.0391
2830.5	87.444	39.954	-201.962	2.491	8.7444	3.9954	3.9954
2830.625	86.408	39.476	-202.231	2.499	8.6408	3.9476	3.9476
2830.75	85.828	40.722	-202.511	2.504	8.5828	4.0722	4.0722
2830.875	86.005	42.517	-202.752	2.502	8.6005	4.2517	4.2517
2831	86.654	43.109	-202.938	2.491	8.6654	4.3109	4.3109
2831.125	87.228	43.943	-202.938	2.481	8.7228	4.3943	4.3943
2831.25	88.231	44.352	-202.893	2.48	8.8231	4.4352	4.4352
2831.375	89.378	44.889	-202.808	2.483	8.9378	4.4889	4.4889
2831.5	90.479	48.959	-202.683	2.495	9.0479	4.8959	4.8959
2831.625	91.206	50.01	-202.518	2.509	9.1206	5.001	5.001
2831.75	91.001	51.139	-202.313	2.507	9.1001	5.1139	5.1139
2831.875	92.267	51.198	-202.159	2.501	9.2267	5.1198	5.1198
2832	91.848	50.366	-202.005	2.492	9.1848	5.0366	5.0366
2832.125	91.748	49.694	-201.88	2.488	9.1748	4.9694	4.9694
2832.25	92.086	50.582	-201.778	2.49	9.2086	5.0582	5.0582
2832.375	91.941	49.309	-201.664	2.493	9.1941	4.9309	4.9309
2832.5	91.038	49.91	-201.458	2.492	9.1038	4.991	4.991
2832.625	90.211	49.135	-201.438	2.495	9.0211	4.9135	4.9135
2832.75	89.558	45.758	-201.472	2.495	8.9558	4.5758	4.5758
2832.875	89.06	42.95	-201.476	2.491	8.906	4.295	4.295
2833	88.69	40.793	-201.388	2.486	8.869	4.0793	4.0793
2833.125	88.449	39.349	-201.188	2.481	8.8449	3.9349	3.9349
2833.25	88.408	39.629	-201.188	2.48	8.8408	3.9629	3.9629
2833.375	88.466	40.211	-201.229	2.492	8.8466	4.0211	4.0211
2833.5	88.332	39.521	-201.25	2.5	8.8332	3.9521	3.9521
2833.625	88.21	39.389	-201.307	2.503	8.821	3.9389	3.9389
2833.75	88.228	38.854	-201.483	2.502	8.8228	3.8854	3.8854
2833.875	87.408	39.786	-201.791	2.494	8.7408	3.9786	3.9786
2834	87.883	42.626	-202.145	2.5	8.7883	4.2626	4.2626
2834.125	88.603	46.737	-202.395	2.503	8.8603	4.6737	4.6737
2834.25	89.422	50.541	-202.5	2.506	8.9422	5.0541	5.0541
2834.375	90.559	52.602	-202.472	2.508	9.0559	5.2602	5.2602
2834.5	92.385	52.199	-202.37	2.501	9.2385	5.2199	5.2199
2834.625	93.083	51.667	-202.267	2.501	9.3083	5.1667	5.1667
2834.75	94.838	51.417	-202.165	2.491	9.4838	5.1417	5.1417
2834.875	95.675	51.432	-202.031	2.483	9.5675	5.1432	5.1432
2835	95.734	52.332	-201.877	2.476	9.5734	5.2332	5.2332
2835.125	95.794	53.97	-201.714	2.467	9.5794	5.397	5.397
2835.25	96.327	52.973	-201.509	2.458	9.6327	5.2973	5.2973
2835.375	95.488	51.402	-201.5	2.463	9.5488	5.1402	5.1402
2835.5	94.374	49.989	-201.425	2.472	9.4374	4.9989	4.9989
2835.625	93.354	48.198	-201.243	2.484	9.3354	4.8198	4.8198
2835.75	92.482	47.522	-201.063	2.494	9.2482	4.7522	4.7522
2835.875	91.579	46.761	-201.071	2.496	9.1579	4.6761	4.6761
2836	90.677	46.275	-201.173	2.5	9.0677	4.6275	4.6275
2836.125	89.104	47.059	-201.232	2.503	8.9104	4.7059	4.7059
2836.25	89.026	49.217	-201.119	2.507	8.9026	4.9217	4.9217
2836.375	88.288	50.805	-201	2.515	8.8288	5.0805	5.0805
2836.5	86.15	47.404	-201.021	2.525	8.615	4.7404	4.7404
2836.625	86.888	44.675	-201.123	2.533	8.6888	4.4675	4.4675
2836.75	85.368	43.591	-201.175	2.529	8.5368	4.3591	4.3591
2836.875	85.877	44.891	-201.227	2.524	8.5877	4.4891	4.4891
2837	86.199	48.546	-201.417	2.515	8.6199	4.8546	4.8546
2837.125	86.881	50.95	-201.708	2.501	8.6881	5.095	5.095
2837.25	89.502	53.645	-201.965	2.486	8.9502	5.3645	5.3645
2837.375	89.994	55.91	-202.221	2.47	8.9994	5.591	5.591
2837.5	93.688	57.023	-202.341	2.458	9.3688	5.7023	5.7023
2837.625	96.091	56.616	-202.341	2.45	9.6091	5.6616	5.6616
2837.75	97.853	54.903	-202.243	2.449	9.7853	5.4903	5.4903
2837.875	99.192	53.567	-202.101	2.453	9.9192	5.3567	5.3567
2838	98.3	52.343	-201.998	2.458	9.83	5.2343	5.2343
2838.125	98.3	53.025	-201.844	2.464	9.83	5.3025	5.3025
2838.25	97.521	54.888	-201.772	2.454	9.7521	5.4888	5.4888
2838.375	96.818	56.515	-201.721	2.453	9.6818	5.6515	5.6515
2838.5	96.659	59.502	-201.651	2.465	9.6659	5.9502	5.9502
2838.625	97.066	60.69	-201.556	2.486	9.7066	6.069	6.069
2838.75	97.189	59.427	-201.504	2.52	9.7189	5.9427	5.9427
2838.875	96.525	57.016	-201.219	2.516	9.6525	5.7016	5.7016
2839	94.817	55.131	-201.054	2.504	9.4817	5.5131	5.5131
2839.125	95.088	55.346	-201.073	2.488	9.5088	5.5346	5.5346
2839.25	97.218	58.71	-201.148	2.472	9.7218	5.871	5.871
2839.375	97.19	59.47	-200.996	2.456	9.719	5.947	5.947
2839.5	99.61	57.074	-200.894	2.443	9.961	5.7074	5.7074
2839.625	100.386	53.26	-200.791	2.44	10.0386	5.326	5.326
2839.75	99.591	50.42	-200.842	2.44	9.9591	5.042	5.042
2839.875	98.584	50.007	-200.976	2.445	9.8584	5.0007	5.0007
2840	98.517	50.943	-201.079	2.456	9.8517	5.0943	5.0943
2840.125	98.312	50.926	-201.182	2.47	9.8312	5.0926	5.0926
2840.25	98.803	51.934	-201.429	2.473	9.8803	5.1934	5.1934
2840.375	100.373	53.393	-201.722	2.448	10.0373	5.3393	5.3393
2840.5	101.826	52.676	-202.004	2.404	10.1826	5.2676	5.2676
2840.625	103.003	54.761	-202.202	2.363	10.3003	5.4761	5.4761
2840.75	104.671	54.94	-202.25	2.349	10.4671	5.494	5.494
2840.875	104.999	57.204	-202.25	2.388	10.4999	5.7204	5.7204
2841	104.807	59.287	-202.164	2.403	10.4807	5.9287	5.9287
2841.125	104.957	59.031	-202.029	2.404	10.4957	5.9031	5.9031
2841.25	103.927	59.016	-201.875	2.392	10.3927	5.9016	5.9016
2841.375	101.657	58.385	-201.712	2.372	10.1657	5.8385	5.8385
2841.5	103.01	58.531	-201.506	2.383	10.301	5.8531	5.8531
2841.625	100.342	57.812	-201.252	2.398	10.0342	5.7812	5.7812
2841.75	98.881	55.666	-201.226	2.426	9.8881	5.5666	5.5666
2841.875	97.703	52.743	-201.223	2.454	9.7703	5.2743	5.2743
2842	96.313	51.444	-201.155	2.476	9.6313	5.1444	5.1444
2842.125	94.674	49.729	-201.063	2.493	9.4674	4.9729	4.9729
2842.25	92.212	49.481	-201.063	2.483	9.2212	4.9481	4.9481
2842.375	92.903	49.679	-201.018	2.471	9.2903	4.9679	4.9679
2842.5	93.542	50.075	-200.967	2.463	9.3542	5.0075	5.0075
2842.625	93.821	52.966	-200.893	2.457	9.3821	5.2966	5.2966
2842.75	94.439	52.626	-200.779	2.454	9.4439	5.2626	5.2626
2842.875	96.696	54.011	-200.626	2.454	9.6696	5.4011	5.4011
2843	96.454	54.739	-200.778	2.451	9.6454	5.4739	5.4739
2843.125	96.974	55.232	-200.813	2.437	9.6974	5.5232	5.5232
2843.25	98.973	56.529	-200.755	2.428	9.8973	5.6529	5.6529
2843.375	100.797	54.059	-200.757	2.425	10.0797	5.4059	5.4059
2843.5	100.429	54.062	-200.981	2.425	10.0429	5.4062	5.4062
2843.625	100.676	54.139	-201.34	2.436	10.0676	5.4139	5.4139
2843.75	99.296	55.968	-201.651	2.445	9.9296	5.5968	5.5968
2843.875	99.975	59.698	-201.924	2.443	9.9975	5.9698	5.9698
2844	101.907	62.614	-202.133	2.428	10.1907	6.2614	6.2614
2844.125	103.71	64.913	-202.238	2.404	10.371	6.4913	6.4913
2844.25	104.378	62.707	-202.185	2.378	10.4378	6.2707	6.2707
2844.375	105.486	60.747	-202.083	2.377	10.5486	6.0747	6.0747
2844.5	103.752	59.854	-201.939	2.387	10.3752	5.9854	5.9854
2844.625	101.308	59.688	-201.815	2.402	10.1308	5.9688	5.9688
2844.75	99.991	62.488	-201.712	2.411	9.9991	6.2488	6.2488
2844.875	100.412	60.625	-201.61	2.404	10.0412	6.0625	6.0625
2845	99.468	58.417	-201.507	2.398	9.9468	5.8417	5.8417
2845.125	98.981	55.706	-201.405	2.409	9.8981	5.5706	5.5706
2845.25	99.519	54.669	-201.23	2.428	9.9519	5.4669	5.4669
2845.375	99.94	59.432	-201.075	2.444	9.994	5.9432	5.9432
2845.5	99.549	61.649	-201.028	2.449	9.9549	6.1649	6.1649
2845.625	98.565	63.389	-201.122	2.45	9.8565	6.3389	6.3389
2845.75	99.796	60.607	-201.071	2.445	9.9796	6.0607	6.0607
2845.875	103.14	56.556	-200.849	2.447	10.314	5.6556	5.6556
2846	103.896	54.932	-200.687	2.44	10.3896	5.4932	5.4932
2846.125	102.407	53.744	-200.706	2.432	10.2407	5.3744	5.3744
2846.25	100.672	55.713	-200.902	2.432	10.0672	5.5713	5.5713
2846.375	100.22	56.864	-201.056	2.443	10.022	5.6864	5.6864
2846.5	99.22	56.832	-201.209	2.462	9.922	5.6832	5.6832
2846.625	98.467	55.978	-201.438	2.475	9.8467	5.5978	5.5978
2846.75	97.513	54.958	-201.774	2.479	9.7513	5.4958	5.4958
2846.875	96.589	53.072	-202.123	2.472	9.6589	5.3072	5.3072
2847	96.384	54.17	-202.329	2.461	9.6384	5.417	5.417
2847.125	96.178	53.966	-202.534	2.438	9.6178	5.3966	5.3966
2847.25	95.586	52.844	-202.563	2.429	9.5586	5.2844	5.2844
2847.375	95.219	51.945	-202.497	2.428	9.5219	5.1945	5.1945
2847.5	94.823	51.445	-202.394	2.437	9.4823	5.1445	5.1445
2847.625	94.457	52.825	-202.302	2.452	9.4457	5.2825	5.2825
2847.75	95.236	53.209	-202.251	2.463	9.5236	5.3209	5.3209
2847.875	94.323	53.458	-202.099	2.481	9.4323	5.3458	5.3458
2848	94.601	53.673	-201.906	2.491	9.4601	5.3673	5.3673
2848.125	95.772	53.756	-201.785	2.486	9.5772	5.3756	5.3756
2848.25	97.653	55.988	-201.7	2.466	9.7653	5.5988	5.5988
2848.375	100.828	57.659	-201.541	2.437	10.0828	5.7659	5.7659
2848.5	109.936	58.694	-201.336	2.408	10.9936	5.8694	5.8694
2848.625	109.786	60.5	-201.222	2.374	10.9786	6.05	6.05
2848.75	110.583	62.945	-201.119	2.343	11.0583	6.2945	6.2945
2848.875	112.448	63.224	-201.04	2.321	11.2448	6.3224	6.3224
2849	113.309	63.055	-200.976	2.316	11.3309	6.3055	6.3055
2849.125	110.678	61.447	-200.874	2.335	11.0678	6.1447	6.1447
2849.25	103.293	58.446	-200.72	2.368	10.3293	5.8446	5.8446
2849.375	99.154	54.841	-200.89	2.399	9.9154	5.4841	5.4841
2849.5	96.952	51.686	-201.088	2.422	9.6952	5.1686	5.1686
2849.625	95.803	49.569	-201.224	2.436	9.5803	4.9569	4.9569
2849.75	95.255	49.379	-201.333	2.441	9.5255	4.9379	4.9379
2849.875	95.666	50.568	-201.487	2.447	9.5666	5.0568	5.0568
2850	96.788	52.847	-201.875	2.45	9.6788	5.2847	5.2847
2850.125	96.979	55.509	-202.214	2.446	9.6979	5.5509	5.5509
2850.25	97.28	57.457	-202.424	2.437	9.728	5.7457	5.7457
2850.375	98.401	58.643	-202.487	2.429	9.8401	5.8643	5.8643
2850.5	100.149	57.262	-202.436	2.427	10.0149	5.7262	5.7262
2850.625	101.462	56.678	-202.384	2.429	10.1462	5.6678	5.6678
2850.75	102.237	57.528	-202.291	2.422	10.2237	5.7528	5.7528
2850.875	104.296	59.068	-202.219	2.413	10.4296	5.9068	5.9068
2851	106.166	59.837	-202.129	2.404	10.6166	5.9837	5.9837
2851.125	105.868	58.845	-201.984	2.397	10.5868	5.8845	5.8845
2851.25	103.816	56.391	-201.881	2.396	10.3816	5.6391	5.6391
2851.375	102.387	53.548	-201.778	2.404	10.2387	5.3548	5.3548
2851.5	101.377	51.541	-201.676	2.41	10.1377	5.1541	5.1541
2851.625	100.495	51.35	-201.573	2.426	10.0495	5.135	5.135
2851.75	99.171	51.696	-201.471	2.451	9.9171	5.1696	5.1696
2851.875	96.964	52.948	-201.375	2.465	9.6964	5.2948	5.2948
2852	97.169	53.223	-201.375	2.463	9.7169	5.3223	5.3223
2852.125	98.313	53.781	-201.419	2.458	9.8313	5.3781	5.3781
